index,title,type,description,genre,cast,creators
68,Valley of the Dead,movie,"During the Spanish Civil War, a small group of sworn enemies must work together when they encounter flesh-eating zombies created in a Nazi experiment.","[""Action & Adventure"",""Films Based on Books"",""Spanish""]","[""Álvaro Cervantes"",""Aura Garrido"",""Dafnis Balduz"",""Jesús Carroza"",""Luis Callejo"",""Manel Llunell"",""María Botto"",""Miki Esparbé"",""Mouad Gazhouan"",""Sergio Torrico""]","[""Alberto De Toro"",""Javier Ruiz Caldera""]"
69,For Jojo,movie,"When her best friend Jojo falls in love and moves on from their wild dating adventures in Berlin, Paula does everything she can to sabotage her wedding.","[""Dramas"",""German""]","[""Anne Zander"",""Caro Cult"",""Doguhan Kabadayi"",""Iskander Madjitov"",""Kalle Perlmutter"",""Louis Nitsche"",""Nina Gummich"",""Pascal Houdus"",""Sidsel Hindhede"",""Steven Sowah"",""Tom Lass"",""Tristan López""]","[""Barbara Ott""]"
70,Tito,movie,"After 16 years in prison for a minor childhood offense, a man returns to his life of crime — but is then offered a chance to start over.","[""Action & Adventure"",""Dramas"",""Crime Movies"",""Middle Eastern Movies"",""Egyptian""]","[""Afaf Moustafa"",""Ahmed El Sakka"",""Amr Waked"",""Ashraf Meslehi"",""Diaa Abdel Khalek"",""Hanan Turk"",""Hoda Al-Seify"",""Khaled Saleh"",""Moataz El Tony"",""Mohsen Mansour""]","[""Tarek Alarian""]"
71,"Chaos, Disorder",movie,"In a deprived Cairo neighborhood where survival is for the fittest, a young woman gets caught in a risky love triangle with two competitive men.","[""Social Issue Dramas"",""Dramas"",""Middle Eastern Movies"",""Independent Movies"",""Egyptian""]","[""Ayten Amer"",""Ghada Felfel"",""Hani Al Metnawi"",""Mariam Saleh Saad"",""Maryam Said Saleh"",""Mohamed Mahmoud"",""Muhammad Farrag"",""Nefertary Gamal"",""Ossama Abu El Atta"",""Ramsi Lehner"",""Sabry Abdel Monem""]","[""Nadine Khan""]"
72,The Crime,movie,"In 1970s Egypt, an investigation kicks off when a middle-aged man breaks out of a psychiatric ward and new evidence about a series of murders emerges.","[""Crime Movies"",""Middle Eastern Movies"",""Thriller Movies"",""Egyptian""]","[""Ahmed Ezz"",""Hajjaj Abdul Azim"",""Maged El-Kidwani"",""Menna Shalaby"",""Mohammad Al Sharnouby"",""Mohammad Gomaa"",""Myrna Noureldin"",""Nardin Faraj"",""Riad El Kholy"",""Sayed Ragab""]","[""Sherif Arafa""]"
73,Hurdang,movie,"In 1990, a brash college student gets drawn into an uproar surrounding a critical bill that will affect India’s education system.","[""Social Issue Dramas"",""Bollywood Movies"",""Dramas"",""Romantic Movies"",""Hindi-Language Movies"",""Indian""]","[""Alok Pandey"",""Bhagwan Tiwari"",""Nushrratt Bharuccha"",""Rajeev Siddhartha"",""Rakhi Kishore"",""Shubhrajyoti Barat"",""Subhashish Jha"",""Sunny Kaushal"",""Vijay Varma""]","[""Nikhil Nagesh Bhat""]"
74,Dear Friend,movie,"For a group of friends living together in Bengaluru, life is all about fun and laughter — until one of them inexplicably disappears from their lives.","[""Dramas"",""Independent Movies"",""Mysteries"",""Malayalam-Language Movies"",""Indian""]","[""Arjun Lal"",""Arjun Radhakrishnan"",""Basil Joseph"",""Darshana Rajendran"",""Sanchana Natarajan"",""Tovino Thomas""]","[""Vineeth Kumar""]"
75,Ante Sundaraniki (Malayalam),movie,"When sparks fly between childhood friends Sundar and Leela, they hatch a plan to persuade their conservative families to accept an interfaith romance.","[""Romantic Comedies"",""Comedies"",""Romantic Movies"",""Indian""]","[""Nani"",""Nazriya Nazim""]","[""Vivek Athreya""]"
76,Ante Sundaraniki (Tamil),movie,"When sparks fly between childhood friends Sundar and Leela, they hatch a plan to persuade their conservative families to accept an interfaith romance.","[""Romantic Comedies"",""Comedies"",""Romantic Movies"",""Indian""]","[""Nani"",""Nazriya Nazim""]","[""Vivek Athreya""]"
77,Ante Sundaraniki,movie,"When sparks fly between childhood friends Sundar and Leela, they hatch a plan to persuade their conservative families to accept an interfaith romance.","[""Romantic Comedies"",""Comedies"",""Romantic Movies"",""Telugu-Language Movies"",""Indian""]","[""Nani"",""Nazriya Nazim""]","[""Vivek Athreya""]"
78,The Room,movie,"Being the only next of kin, a woman receives a sudden call to pick up her late estranged father&#39;s belongings.","[""Dramas"",""French""]","[""Ali Benamar"",""Daniela Labbé Cabrera"",""Kader Kada"",""Lounès Tazairt"",""Marie Montoya"",""Mohamed Guellati"",""Naourdine Boubaaya"",""Yves Roux""]","[""Latifa Saïd""]"
79,The Road,movie,"Tired of Beirut&#39;s constant transformation, a young married couple takes a nostalgic road trip to Lebanon&#39;s untouched mountains and deserted villages.","[""Dramas"",""Independent Movies"",""Lebanese""]","[""Guy Chartouni"",""Rana Salem""]","[""Rana Salem""]"
80,Coming Forth by Day,movie,"Days before Egypt&#39;s revolution, this film follows 24 hours in the life of a woman in Cairo exhausted from family commitments and yearning for a change.","[""Social Issue Dramas"",""Dramas"",""Independent Movies"",""Egyptian""]","[""Ahmed Lotfy"",""Doaa Oraiqat"",""Donia Maher"",""Galal Beheiri"",""Nadia Al Gendy"",""Salma Al-Naggar""]","[""Hala Lotfy""]"
81,Aya,movie,"Aya enjoys flying kites with her friends, but her childhood is constrained by the fanatic beliefs of her father, who considers attending school a sin.","[""African Movies"",""Social Issue Dramas"",""Dramas"",""Independent Movies""]","[""Afef Ben Mahmoud"",""Bahri Rahali"",""Ghanem Zrelli"",""May Berhouma""]","[""Moufida Fedhila""]"
82,Trapped,movie,"Against the backdrop of the 2011 Egyptian Revolution, several stories of confined women attempting to escape become intertwined. Inspired by real events.","[""Dramas"",""Independent Movies"",""Egyptian""]","[""Caroline Khalil"",""Fadel El Garhy"",""Habiba Effat"",""Mona Mokhtar"",""Neama Mohsen"",""Ossama Abu El Atta"",""Ragwa Hamed"",""Reem Hijab"",""Sara&#39;a Jebel"",""Zeina Mansour""]","[""Manal Khaled""]"
83,The Sea Beast,movie,"When a young girl stows away on the ship of a legendary sea monster hunter, they launch an epic journey into uncharted waters — and make history to boot.","[""Children & Family Movies"",""Family Movies"",""Family Adventures"",""Animated Movies""]","[""Dan Stevens"",""Jared Harris"",""Karl Urban"",""Marianne Jean-Baptiste"",""Zaris-Angel Hator""]","[""Chris Williams""]"
84,Ranveer vs Wild with Bear Grylls,movie,"Click through this interactive special, helping superstar Ranveer Singh and adventurer Bear Grylls brave the Serbian wilderness to find a rare flower.","[""Reality TV"",""Indian""]","[""Bear Grylls"",""Ranveer Singh""]","[""James Turner""]"
85,Prophetess,movie,"After a bogus prediction about a football match comes true, a small-town prophetess finds herself entangled in the world of sports betting.","[""African Movies"",""Comedies"",""Nollywood""]","[""Blessing Obasi"",""Deyemi Okanlawon"",""Kehinde Bankole"",""Kunle Remi"",""Lateef Adedimeji"",""Muyiwa Ademola"",""Stan Nze"",""Tina Mba"",""Toyin Abraham"",""Uzor Arukwe""]","[""Niyi Akinmolayan""]"
86,Jewel,movie,"While visiting a massacre memorial, a photographer finds herself drawn to a local woman. But their romance stirs up painful memories of a shared past.","[""African Movies"",""Social Issue Dramas"",""Dramas"",""South African""]","[""Chris Djuma"",""Cindy Mahlangu"",""Connie Chiume"",""Desmond Dube"",""Lillian Dube"",""Michelle Botes"",""Nqobile Nunu K.H."",""Robert Whitehead"",""Sandile Mahlangu"",""Senzo Radebe""]","[""Adze Ugah""]"
87,Incantation,movie,"Six years ago, Li Ronan was cursed after breaking a religious taboo. Now, she must protect her daughter from the consequences of her actions.","[""Chinese Movies"",""Horror Movies"",""Taiwanese""]","[""Huang Sin-ting"",""Kao Ying-hsuan"",""RQ"",""Sean Lin"",""Tsai Hsuan-yen""]","[""Kevin Ko""]"
88,Dave Chappelle: What’s in a Name?,movie,"Dave Chappelle delivers a speech at his prestigious alma mater that reflects on his comedy roots, his rise to fame and why artists ""should never behave.""","[""Comedies""]","[""Dave Chappelle""]","[""Rikki Hughes""]"
89,Dangerous Liaisons,movie,"Book smart Célène falls for bad boy Tristan at her new Biarritz high school, unaware she&#39;s part of a cruel bet he&#39;s made with social media queen Vanessa.","[""Teen Movies"",""Dramas"",""Romantic Movies"",""Movies Based on Books"",""French""]","[""Alexis Michalik"",""Ella Pellegrini"",""Héloïse Janjaud"",""Jin Xuan Mao"",""Nicolas Berno"",""Oscar Lesage"",""Paola Locatelli"",""Simon Rérolle""]","[""Rachel Suissa""]"
90,"Hello, Goodbye, and Everything in Between",movie,"Clare and Aidan make a pact to break up before college — no regrets, no broken hearts. But will one epic goodbye date offer them a last chance at love?","[""Teen Films"",""Dramas"",""Romantic Films"",""Films Based on Books""]","[""Ayo Edebiri"",""Jennifer Robertson"",""Jordan Fisher"",""Nico Hiraga"",""Talia Ryder""]","[""Michael Lewen""]"
91,Fast & Feel Love,movie,A cup-stacking champion fights to hold onto his neglected love life while defending his title as the fastest speed stacker in the world.,"[""Action & Adventure"",""Sports Films"",""Romantic Comedies"",""Comedies"",""Romantic Films"",""Thai Comedies"",""Thai Films"",""Thai Action & Adventure"",""Asian Action Films"",""Thai""]","[""Akeathit Usapanich"",""Akeera Modesakoon"",""Anusara Korsamphan"",""Boonyalak Auchachot"",""Joshua Ugochukwu Ezunagu"",""Kanokwan Butrachart"",""Keetapat Pongruea"",""Kim Chan-young"",""Lee Joo-hong"",""Marvelous Ndigwe"",""Napak Tricharoendech"",""Nat Kitcharit"",""Urassaya Sperbund"",""Wipawee Patnasiri""]","[""Nawapol Thamrongrattanarit""]"
92,Major (Telugu),movie,"This biopic follows the life of Indian Army officer Major Sandeep Unnikrishnan, from his childhood to his heroic actions during the 2008 Mumbai attacks.","[""Movies Based on Real Life"",""Military Movies"",""Telugu-Language Movies"",""Action Movies"",""Indian""]","[""Adivi Sesh"",""Murli Sharma"",""Prakash Raj"",""Revathi"",""Saiee Manjrekar"",""Sobhita Dhulipala""]","[""Sashi Kiran Tikka""]"
93,Major (Hindi),movie,"This biopic follows the life of Indian Army officer Major Sandeep Unnikrishnan, from his childhood to his heroic actions during the 2008 Mumbai attacks.","[""Movies Based on Real Life"",""Military Movies"",""Hindi-Language Movies"",""Action Movies"",""Indian""]","[""Adivi Sesh"",""Murli Sharma"",""Prakash Raj"",""Revathi"",""Saiee Manjrekar"",""Sobhita Dhulipala""]","[""Sashi Kiran Tikka""]"
94,The Art of Incarceration,movie,"At the Fulham Correctional Centre, incarcerated Aboriginal artists examine the cycle of imprisonment as they prepare for an upcoming exhibition.","[""Documentary Films"",""Lifestyle"",""Australian"",""Social & Cultural Docs""]","[""Jack Charles""]","[""Alex Siddons""]"
95,Operation Romeo,movie,A young couple’s romantic evening transforms into a night of terror and paranoia after they cross paths with two mysterious strangers.,"[""Bollywood Movies"",""Thriller Movies"",""Hindi-Language Movies"",""Indian""]","[""Bhoomika Chawla"",""Kishore Kadam"",""Navni Parihar"",""Neha Khan"",""Nysa Darole"",""Sharad Kelkar"",""Sidhant Gupta"",""Vedika Pinto""]","[""Shashant Shah""]"
96,Major (Malayalam),movie,"This biopic follows the life of Indian Army officer Major Sandeep Unnikrishnan, from his childhood to his heroic actions during the 2008 Mumbai attacks.","[""Movies Based on Real Life"",""Action & Adventure"",""Dramas"",""Military Movies"",""Malayalam-Language Movies"",""Indian""]","[""Adivi Sesh"",""Murli Sharma"",""Prakash Raj"",""Revathi"",""Saiee Manjrekar"",""Sobhita Dhulipala""]","[""Sashi Kiran Tikka""]"
97,Virata Parvam (Tamil),movie,"Captivated by the poems of a renegade warrior on a lethal mission, a naive yet defiant young woman follows her heart into the depths of a revolution.","[""Social Issue Dramas"",""Dramas"",""Romantic Movies"",""Indian""]","[""Rana Daggubati"",""Sai Pallavi""]","[""Venu Udugala""]"
98,Virata Parvam (Malayalam),movie,"Captivated by the poems of a renegade warrior on a lethal mission, a naive yet defiant young woman follows her heart into the depths of a revolution.","[""Social Issue Dramas"",""Dramas"",""Romantic Movies"",""Indian""]","[""Rana Daggubati"",""Sai Pallavi""]","[""Venu Udugala""]"
99,Virata Parvam,movie,"Captivated by the poems of a renegade warrior on a lethal mission, a naive yet defiant young woman follows her heart into the depths of a revolution.","[""Social Issue Dramas"",""Dramas"",""Romantic Movies"",""Telugu-Language Movies"",""Indian""]","[""Rana Daggubati"",""Sai Pallavi""]","[""Venu Udugala""]"
100,BEAUTY,movie,"A young singer on the brink of a promising career finds herself torn between a domineering family, industry pressures and her love for her girlfriend.","[""Dramas"",""LGBTQ Films"",""Independent Films""]","[""Aleyse Shannon"",""Giancarlo Esposito"",""Gracie Marie Bradley"",""James Urbaniak"",""Kyle Bary"",""Micheal Ward"",""Niecy Nash"",""Sarah Stavrou"",""Sharon Stone""]","[""Andrew Dosunmu""]"
101,Cristela Alonzo: Middle Classy,movie,"Comedian Cristela Alonzo spills on learning English from ""The Price Is Right,"" getting COVID on her birthday and how money really can buy happiness.","[""Comedies"",""Stand-up Comedy""]","[""Cristela Alonzo""]","[""Page Hurwitz""]"
102,Blasted,movie,"When an alien invasion interrupts a bachelor party, two childhood friends reunite as the kick-ass laser tag duo they once were to fight back.","[""Comedies"",""Sci-Fi Films"",""Norwegian""]","[""André Sørum"",""Axel Bøyum"",""Cecilie Svendsen"",""Eirik Hallert"",""Evelyn Rasmussen Osazuwa"",""Fredrik Skogsrud"",""Idun Daae Alstad"",""Ingar Helge Gimle"",""Ingrid Bolsø Berdal"",""Mathias Luppichini"",""Modou Bah"",""Rune Temte""]","[""Martin Sofiedal""]"
103,Chip and Potato: Chip’s Holiday,movie,"When falling coconuts keep everyone awake all night on vacation, Chip and Potato come up with a plan to help the family get a puggy good night&#39;s sleep!","[""TV Cartoons"",""Children & Family Films"",""Kids&#39; TV"",""Canadian""]","[""Abigail Journey Oliver"",""Andrea Libman"",""Brian Dobson"",""Briana Buckmaster"",""Chance Hurstfield""]","[""Billy Macqueen"",""Catherine Williams"",""Maddy Darrall""]"
104,"Can&#39;t Stop, Won&#39;t Stop: A Bad Boy Story",movie,"This documentary captures the rise and resilience of Sean ""Puff Daddy"" Combs as an artist and entrepreneur, plus the 2016 Bad Boy Records reunion show.","[""Biographical Documentaries"",""Hip-Hop"",""Music & Musicals"",""Documentary Films""]","[""Sean \""Puff Daddy\"" Combs""]","[""Daniel Kaufman""]"
105,Kuttavum Shikshayum,movie,"In this story based on true events, a probe into a jewelry theft leads a police inspector and his team on a treacherous nationwide hunt for the culprits.","[""Movies Based on Real Life"",""Dramas"",""Crime Movies"",""Malayalam-Language Movies"",""Indian""]","[""Alencier Ley Lopez"",""Asif Ali"",""Senthil Krishna"",""Sharaf U Dheen"",""Sibi Thomas"",""Sunny Wayne""]","[""Rajeev Ravi""]"
106,Anek,movie,"Amid turmoil in northeast India, an undercover agent tasked with peace negotiations crosses paths with a tenacious boxer fighting for her dreams.","[""Action & Adventure"",""Bollywood Movies"",""Dramas"",""Military Movies"",""Hindi-Language Movies"",""Indian""]","[""Andrea Kevichusa"",""Ayushmann Khurrana"",""J.D. Chakravarthi"",""Jatin Goswami"",""Kumud Mishra"",""Loitongbam Dorendra Singh"",""Manoj Pahwa"",""Mipham Otsal""]","[""Anubhav Sinha""]"
107,American Underdog: The Kurt Warner Story,movie,A supermarket employee earns a shot at Super Bowl stardom after he&#39;s recruited into the ranks of American pro football. Based on a true story.,"[""Films Based on Real Life"",""Sports Films"",""Dramas"",""Sports Dramas"",""Films Based on Books"",""US Movies""]","[""Adam Baldwin"",""Anna Paquin"",""Bruce McGill"",""Chance Kelly"",""Cindy Hogan"",""Dennis Quaid"",""Hayden Zaller"",""Ser&#39;Darius Blain"",""Zachary Levi""]","[""Andrew Erwin"",""Jon Erwin""]"
108,The Man from Toronto,movie,A case of mistaken identity forces a bumbling entrepreneur to team up with a notorious assassin known as The Man from Toronto in hopes of staying alive.,"[""Action & Adventure"",""Comedies""]","[""Ellen Barkin"",""Jasmine Mathews"",""Jencarlos Canela"",""Kaley Cuoco"",""Kevin Hart"",""Lela Loren"",""Pierson Fode"",""Woody Harrelson""]","[""Patrick Hughes""]"
109,Glamour Girls,movie,"The world of high-end escorts promises glamour, wealth and the chance of reinvention for a group of women — till a killing and theft threaten it all.","[""African Films"",""Dramas"",""Nollywood""]","[""Chukie \""Lynxxx\"" Edozien"",""James Gardiner"",""Jammal Ibrahim"",""Joselyn Dumas"",""Nse Ikpe-Etim"",""Segilola Ogidan"",""Sharon Ooja"",""Temisan Emmanuel"",""Toke Makinwa""]","[""Bunmi Ajakaiye""]"
